"","business_id","business_name","business_address","business_city","business_state","business_postal_code","business_latitude","business_longitude","business_location","business_phone_number","inspection_id","inspection_date","inspection_score","inspection_type","violation_id","violation_description","risk_category","riskCatScore"
"2930",1005,"CHAVITA'S MEXICAN RESTAURANT","3006 MISSION St","San Francisco","CA","94110",37.748855,-122.418134,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418134', 'latitude': '37.748855'}",14155286927,"1005_20160502","2016-05-02T00:00:00",84,"Routine - Unscheduled","1005_20160502_103133","Foods not protected from contamination","Moderate Risk",2
"2931",999,"SERRANO'S PIZZA II","3274 21st St","San Francisco","CA","94110",37.756997,-122.420534,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.420534', 'latitude': '37.756997'}",14155691615,"999_20160503","2016-05-03T00:00:00",81,"Routine - Unscheduled","999_20160503_103109","Unclean or unsanitary food contact surfaces","High Risk",3
"2937",1005,"CHAVITA'S MEXICAN RESTAURANT","3006 MISSION St","San Francisco","CA","94110",37.748855,-122.418134,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418134', 'latitude': '37.748855'}",14155286927,"1005_20160502","2016-05-02T00:00:00",84,"Routine - Unscheduled","1005_20160502_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"2941",1005,"CHAVITA'S MEXICAN RESTAURANT","3006 MISSION St","San Francisco","CA","94110",37.748855,-122.418134,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.418134', 'latitude': '37.748855'}",14155286927,"1005_20160502","2016-05-02T00:00:00",84,"Routine - Unscheduled","1005_20160502_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"2952",4874,"JUMP START COFFEE & GROCERY","1192 GUERRERO St","San Francisco","CA","94110",37.752118,-122.422914,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.422914', 'latitude': '37.752118'}",14155647555,"4874_20160502","2016-05-02T00:00:00",90,"Routine - Unscheduled","4874_20160502_103120","Moderate risk food holding temperature","Moderate Risk",2
"2954",4874,"JUMP START COFFEE & GROCERY","1192 GUERRERO St","San Francisco","CA","94110",37.752118,-122.422914,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.422914', 'latitude': '37.752118'}",14155647555,"4874_20160502","2016-05-02T00:00:00",90,"Routine - Unscheduled","4874_20160502_103131","Moderate risk vermin infestation","Moderate Risk",2
"2967",5815,"ALVARADO ELEMENTARY SCHOOL","625  DOUGLASS St","San Francisco","CA","94114",37.753684,-122.438696,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.438696', 'latitude': '37.753684'}",14155695695,"5815_20160503","2016-05-03T00:00:00",90,"Routine - Unscheduled","5815_20160503_103120","Moderate risk food holding temperature","Moderate Risk",2
"2979",5815,"ALVARADO ELEMENTARY SCHOOL","625  DOUGLASS St","San Francisco","CA","94114",37.753684,-122.438696,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.438696', 'latitude': '37.753684'}",14155695695,"5815_20160503","2016-05-03T00:00:00",90,"Routine - Unscheduled","5815_20160503_103121","Inadequate procedures or records for time as a public health control","Moderate Risk",2
"2980",7361,"PastaGina","741 Diamond St","San Francisco","CA","94114",37.751403,-122.436286,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436286', 'latitude': '37.751403'}",14155280738,"7361_20160503","2016-05-03T00:00:00",86,"Routine - Unscheduled","7361_20160503_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk",1
"2983",5815,"ALVARADO ELEMENTARY SCHOOL","625  DOUGLASS St","San Francisco","CA","94114",37.753684,-122.438696,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.438696', 'latitude': '37.753684'}",14155695695,"5815_20160503","2016-05-03T00:00:00",90,"Routine - Unscheduled","5815_20160503_103161","Low risk vermin infestation","Low Risk",1
"2994",7361,"PastaGina","741 Diamond St","San Francisco","CA","94114",37.751403,-122.436286,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436286', 'latitude': '37.751403'}",14155280738,"7361_20160503","2016-05-03T00:00:00",86,"Routine - Unscheduled","7361_20160503_103157","Food safety certificate or food handler card not available","Low Risk",1
"3004",7361,"PastaGina","741 Diamond St","San Francisco","CA","94114",37.751403,-122.436286,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436286', 'latitude': '37.751403'}",14155280738,"7361_20160503","2016-05-03T00:00:00",86,"Routine - Unscheduled","7361_20160503_103161","Low risk vermin infestation","Low Risk",1
"3012",7361,"PastaGina","741 Diamond St","San Francisco","CA","94114",37.751403,-122.436286,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436286', 'latitude': '37.751403'}",14155280738,"7361_20160503","2016-05-03T00:00:00",86,"Routine - Unscheduled","7361_20160503_103120","Moderate risk food holding temperature","Moderate Risk",2
"3018",7361,"PastaGina","741 Diamond St","San Francisco","CA","94114",37.751403,-122.436286,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436286', 'latitude': '37.751403'}",14155280738,"7361_20160503","2016-05-03T00:00:00",86,"Routine - Unscheduled","7361_20160503_103139","Improper food storage","Low Risk",1
"3019",7361,"PastaGina","741 Diamond St","San Francisco","CA","94114",37.751403,-122.436286,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.436286', 'latitude': '37.751403'}",14155280738,"7361_20160503","2016-05-03T00:00:00",86,"Routine - Unscheduled","7361_20160503_103153","Inadequate dressing rooms or improper storage of personal items","Low Risk",1
"3027",5835,"Rosa Parks Elementary School","1501 O'Farrell St","San Francisco","CA","94115",37.783604,-122.430141,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430141', 'latitude': '37.783604'}",14155745519,"5835_20160318","2016-03-18T00:00:00",94,"Routine - Unscheduled","5835_20160318_103131","Moderate risk vermin infestation","Moderate Risk",2
"3034",69368,"Onigilly","343 Kearny St","San Francisco","CA","94108",37.791149,-122.404171,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.404171', 'latitude': '37.791149'}",14155674706,"69368_20160505","2016-05-05T00:00:00",86,"Routine - Unscheduled","69368_20160505_103127","Noncompliance with HAACP plan or variance","Moderate Risk",2
"3047",6025,"KIMOCHI INC","1840 SUTTER St 208","San Francisco","CA","94115",37.786428,-122.430883,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430883', 'latitude': '37.786428'}",14155932294,"6025_20160426","2016-04-26T00:00:00",96,"Routine - Unscheduled","6025_20160426_103131","Moderate risk vermin infestation","Moderate Risk",2
"3059",1724,"CAFE MUMS","1800 SUTTER St","San Francisco","CA","94115",37.786498,-122.430283,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430283', 'latitude': '37.786498'}",14155936986,"1724_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","1724_20160309_103131","Moderate risk vermin infestation","Moderate Risk",2
"3066",69368,"Onigilly","343 Kearny St","San Francisco","CA","94108",37.791149,-122.404171,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.404171', 'latitude': '37.791149'}",14155674706,"69368_20160505","2016-05-05T00:00:00",86,"Routine - Unscheduled","69368_20160505_103147","Inadequate ventilation or lighting","Low Risk",1
"3067",2755,"SOCIALE","3665 SACRAMENTO St","San Francisco","CA","94118",37.787364,-122.45299,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45299', 'latitude': '37.787364'}",14155920309,"2755_20160223","2016-02-23T00:00:00",86,"Routine - Unscheduled","2755_20160223_103105","Improper cooling methods","High Risk",3
"3070",69368,"Onigilly","343 Kearny St","San Francisco","CA","94108",37.791149,-122.404171,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.404171', 'latitude': '37.791149'}",14155674706,"69368_20160505","2016-05-05T00:00:00",86,"Routine - Unscheduled","69368_20160505_103120","Moderate risk food holding temperature","Moderate Risk",2
"3072",69368,"Onigilly","343 Kearny St","San Francisco","CA","94108",37.791149,-122.404171,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.404171', 'latitude': '37.791149'}",14155674706,"69368_20160505","2016-05-05T00:00:00",86,"Routine - Unscheduled","69368_20160505_103156","Permit license or inspection report not posted","Low Risk",1
"3079",1724,"CAFE MUMS","1800 SUTTER St","San Francisco","CA","94115",37.786498,-122.430283,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430283', 'latitude': '37.786498'}",14155936986,"1724_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","1724_20160309_103120","Moderate risk food holding temperature","Moderate Risk",2
"3081",7517,"Discount Grocers","1203 Polk St","San Francisco","CA","94109",37.787924,-122.420164,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.420164', 'latitude': '37.787924'}",14155927385,"7517_20160504","2016-05-04T00:00:00",98,"Routine - Unscheduled","7517_20160504_103156","Permit license or inspection report not posted","Low Risk",1
"3094",2031,"KENMORE RESIDENCE CLUB","1570 SUTTER St","San Francisco","CA","94109",37.787017,-122.426234,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.426234', 'latitude': '37.787017'}",14155775815,"2031_20160318","2016-03-18T00:00:00",88,"Routine - Unscheduled","2031_20160318_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk",2
"3104",5866,"KING ELEMENTARY SCHOOL","1215 CAROLINA St","San Francisco","CA","94107",37.753196,-122.39939,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.39939', 'latitude': '37.753196'}",14155695797,"5866_20160407","2016-04-07T00:00:00",96,"Routine - Unscheduled","5866_20160407_103120","Moderate risk food holding temperature","Moderate Risk",2
"3106",63652,"SFDH - Banquet Main Kitchen","450 Powell St 2nd Floor","San Francisco","CA","94102",37.788918,-122.408507,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.408507', 'latitude': '37.788918'}",14155397755,"63652_20160502","2016-05-02T00:00:00",98,"Routine - Unscheduled","63652_20160502_103139","Improper food storage","Low Risk",1
"3107",2031,"KENMORE RESIDENCE CLUB","1570 SUTTER St","San Francisco","CA","94109",37.787017,-122.426234,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.426234', 'latitude': '37.787017'}",14155775815,"2031_20160318","2016-03-18T00:00:00",88,"Routine - Unscheduled","2031_20160318_103138","Improper storage use or identification of toxic substances","Low Risk",1
"3109",1724,"CAFE MUMS","1800 SUTTER St","San Francisco","CA","94115",37.786498,-122.430283,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430283', 'latitude': '37.786498'}",14155936986,"1724_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","1724_20160309_103144","Unapproved or unmaintained equipment or utensils","Low Risk",1
"3113",5913,"ST CHARLES SCHOOL","3250 18th St","San Francisco","CA","94110",37.762074,-122.416107,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.416107', 'latitude': '37.762074'}",14155867652,"5913_20160407","2016-04-07T00:00:00",96,"Routine - Unscheduled","5913_20160407_103129","Insufficient hot water or running water","Moderate Risk",2
"3114",63646,"SFDH - Harry Denton's Starlight Room","450 Powell St 21st Floor","San Francisco","CA","94108",37.788782,-122.408439,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.408439', 'latitude': '37.788782'}",14155397755,"63646_20160502","2016-05-02T00:00:00",96,"Routine - Unscheduled","63646_20160502_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"3115",2031,"KENMORE RESIDENCE CLUB","1570 SUTTER St","San Francisco","CA","94109",37.787017,-122.426234,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.426234', 'latitude': '37.787017'}",14155775815,"2031_20160318","2016-03-18T00:00:00",88,"Routine - Unscheduled","2031_20160318_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"3120",2031,"KENMORE RESIDENCE CLUB","1570 SUTTER St","San Francisco","CA","94109",37.787017,-122.426234,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.426234', 'latitude': '37.787017'}",14155775815,"2031_20160318","2016-03-18T00:00:00",88,"Routine - Unscheduled","2031_20160318_103131","Moderate risk vermin infestation","Moderate Risk",2
"3134",68258,"A&M LIQUOR","1600 SUTTER ST","San Francisco","CA","94109",37.786928,-122.426964,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.426964', 'latitude': '37.786928'}",14155932153,"68258_20160305","2016-03-05T00:00:00",98,"Routine - Unscheduled","68258_20160305_103138","Improper storage use or identification of toxic substances","Low Risk",1
"3138",1724,"CAFE MUMS","1800 SUTTER St","San Francisco","CA","94115",37.786498,-122.430283,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430283', 'latitude': '37.786498'}",14155936986,"1724_20160309","2016-03-09T00:00:00",86,"Routine - Unscheduled","1724_20160309_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk",2
"3156",69368,"Onigilly","343 Kearny St","San Francisco","CA","94108",37.791149,-122.404171,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.404171', 'latitude': '37.791149'}",14155674706,"69368_20160505","2016-05-05T00:00:00",86,"Routine - Unscheduled","69368_20160505_103161","Low risk vermin infestation","Low Risk",1
"3174",5835,"Rosa Parks Elementary School","1501 O'Farrell St","San Francisco","CA","94115",37.783604,-122.430141,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.430141', 'latitude': '37.783604'}",14155745519,"5835_20160318","2016-03-18T00:00:00",94,"Routine - Unscheduled","5835_20160318_103154","Unclean or degraded floors walls or ceilings","Low Risk",1
"3176",2755,"SOCIALE","3665 SACRAMENTO St","San Francisco","CA","94118",37.787364,-122.45299,"{'human_address': '{""address"":"""",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False, 'longitude': '-122.45299', 'latitude': '37.787364'}",14155920309,"2755_20160223","2016-02-23T00:00:00",86,"Routine - Unscheduled","2755_20160223_103103","High risk food holding temperature","High Risk",3
